Property.Name.,District.,Property.Type.,Model.,Asking.,Predicted.Rent.,Area.Builtup,PSF.,Bedrooms.,Bedrooms.Additional,Floor.Description,Floor.,Area.Land,PSF_land.,Address.,PostalCode,Developer.,Bathrooms.,Built.Year.,Tenure.,Facilities,Trains..MRT...LRT.,Bus.Stops,Primary.Schools,Secondary.Schools,Shopping.Malls,Furnish.,Integrated.Schools,HDB.Town.,No..of.Units.,lon,lat,is_HDB
Parry Court, D19 - Hougang / Punggol / Sengkang ,Apartment,Apartment,1580000,3639.286405,2301,687,3,NA,PENTHOUSE,NA,NA,NA,35 Parry Avenue (547261),547261,Hoe Soon Investment Pte Ltd,2,2004,999 years,"Park/greenery View, Renovated, Air Conditioning, Cooker Hob/hood, Water Heater, Intercom, Balcony, Bombshelter, Private Garden, Roof Terrace","KOVAN MRT 7 mins  NE13 630m, HOUGANG MRT 18 mins  NE14 1.47 km, SERANGOON MRT 21 mins  CC13NE12 1.72 km",NA,"Xinmin Primary 870m, Rosyth 1.17 km, Zhonghua Primary 1.27 km","Bowen Secondary 830m, Xinmin Secondary 1.0 km, Peicai Secondary 1.24 km","HEARTLAND MALL-KOVAN 710m, ICB SHOPPING CENTRE 1.09 km, UPPER SERANGOON SHOPPING CENTRE 1.18 km",NA,NA,NA,13,103.8805386,1.3641615,No
Rivervale Crescent,NA,HDB 4 Rooms,NA,408000,1805.816271,1011.8066,403,3,NA,HIGH,NA,NA,NA,158C Rivervale Crescent (543158),543158,NA,2,2003,LEASEHOLD/99 years,"Renovated, Cooker Hob/hood, Air Conditioning","BAKAU LRT 1 min  SE3 70m,  2 mins   180m, RUMBIA LRT 4 mins  SE2 320m","Blk 158C 1 min  5085 50m, Blk 122C 1 min  8550 80m, Blk 160 2 mins  625085 190m","North Spring Primary 450m, Rivervale Primary 650m, Mee Toh 730m","Chij St. Joseph's Convent 640m, Seng Kang Secondary 990m, Greendale Secondary 1.1 km","Rivervale Mall 530m, Rivervale Plaza 640m, PUNGGOL PLAZA 930m",Fully Furnished,NA, Sengkang ,NA,103.9070114,1.3884668,Yes
Spottiswoode Park Road,NA,HDB 5 Rooms,Model A,818000,2275.91371,1345.4875,608,3,NA,HIGH,NA,NA,NA,106 Spottiswoode Park Road (080106),80106,NA,2,1979,LEASEHOLD/99 years,"Corner Unit, Air Conditioning","OUTRAM PARK MRT 12 mins  EW16NE3TE17 1.01 km, MAXWELL MRT DUE 2021 16 mins  TE18 1.35 km, TANJONG PAGAR MRT 17 mins  EW15 1.4 km",Keppel Workshop 1 min  1451001319710803057 150m,"Cantonment Primary 700m, Chij (kellock) 710m, Radin Mas Primary 1.11 km","Chij St. Theresa's Convent 1.31 km, Outram Secondary 1.47 km","PEARLS CENTRE 1.17 km, TANJONG PAGAR CENTRE 1.28 km, PEOPLE'S PARK COMPLEX 1.51 km",Partially Furnished,NA, Bukit Merah ,NA,103.8340797,1.2736078,Yes
Punggol Field,NA,HDB 4 Rooms,Premium Apartment,450000,1822.954536,1022.5705,440,3,NA,LOW,NA,NA,NA,268B Punggol Field (822268),822268,NA,2,2013,LEASEHOLD/99 years,"Corner Unit, City View, Park/greenery View, Renovated, Air Conditioning, Cooker Hob/hood, Water Heater, Balcony, Bombshelter"," 2 mins   160m, SOO TECK LRT U+C 2 mins  PW7 170m, SUMANG LRT U+C 6 mins  PW6 550m","Blk 268C 1 min  382W119 90m, Soo Teck Stn 1 min  1171184343M 110m, Soo Teck Stn 1 min  4343M117118 110m","Punggol Green Primary 250m, Punggol Cove Primary 900m, Punggol View Primary 910m","Edgefield Secondary 650m, Compassvale Secondary 880m, Punggol Secondary 1.32 km","WATERWAY POINT 620m, COMPASS ONE 1.31 km, Compass Point 1.31 km",Fully Furnished,NA, Punggol ,NA,103.897389,1.403643,Yes
Corporation Drive,NA,HDB 5 Rooms,Improved,500000,1867.482973,1313.1958,381,4,NA,HIGH,NA,NA,NA,365 Corporation Drive (610365),610365,NA,2,NA,LEASEHOLD/99 years,NA,"LAKESIDE MRT 9 mins  EW26 720m, CHINESE GARDEN MRT 18 mins  EW25 1.51 km, BOON LAY MRT 19 mins  EW27 1.58 km","Opp Blk 364 1 min  9898A98B98M2404930 90m, Blk 357 1 min  30499898M240 110m, Blk 367 1 min  30499898M 120m","Lakeside Primary 250m, Boon Lay Garden Primary 980m, Rulang Primary 1.02 km","Yuan Ching Secondary 480m, Jurong Secondary 950m, Yuhua Secondary 1.09 km","TAMAN JURONG SHOPPING CENTRE 320m, BOON LAY SHOPPING CENTRE 1.17 km, Jurong Point 1.54 km",Partially Furnished,River Valley High School 1.41 km, Jurong West ,NA,103.720119,1.337678,Yes
Segar Road,NA,HDB 4 Rooms,Model A,428000,1792.095525,1001.0427,428,3,NA,NA,NA,NA,NA,455 Segar Road (670455),670455,NA,NA,2012,LEASEHOLD/99 years,"Corner Unit, Renovated, Air Conditioning, Cooker Hob/hood, Water Heater"," 1 min   150m, SEGAR LRT 1 min  BP11 150m, FAJAR LRT 3 mins  BP10 300m","BLK 457 1 min  971E972BPS1922 120m, BLK 485 1 min  922971E972972ABPS1 130m","Greenridge Primary 370m, Beacon Primary 490m, West Spring Primary 580m","Zhenghua Secondary 630m, Greenridge Secondary 660m, West Spring Secondary 1.19 km","FAJAR SHOPPING CENTRE 370m, GREENRIDGE SHOPPING CENTRE 550m, Bukit Panjang Plaza 1.09 km",NA,NA, Bukit Panjang ,NA,103.7709348,1.3873587,Yes
Punggol Place,NA,HDB 5 Rooms,Model A,638000,2083.161055,1205.5568,529,3,NA,HIGH,NA,NA,NA,207D Punggol Place (824207),824207,NA,2,2013,LEASEHOLD/99 years,"Air Conditioning, Cooker Hob/hood"," 6 mins   510m, PUNGGOL MRT 7 mins  NE17PTC 570m, SOO TECK LRT U+C 7 mins  PW7 600m","Opp Blk 272C 1 min  119382G 110m, Blk 272C 1 min  382W119 140m","Punggol Green Primary 240m, Punggol View Primary 710m, Compassvale Primary 790m","Edgefield Secondary 180m, Compassvale Secondary 540m, Punggol Secondary 950m","WATERWAY POINT 630m, Rivervale Mall 1.06 km, Compass Point 1.17 km",Fully Furnished,NA, Punggol ,NA,103.9005695,1.4008599,Yes
Yishun Ring Road,NA,HDB 4 Rooms,Model A,398000,1776.852539,990.2788,402,3,NA,MID,NA,NA,NA,452 Yishun Ring Road (760452),760452,NA,2,2012,LEASEHOLD/99 years,"Corner Unit, Renovated, Cooker Hob/hood, Water Heater, Air Conditioning, Bombshelter","YISHUN MRT 17 mins  NS13 1.42 km, KHATIB MRT 18 mins  NS14 1.48 km","Bet Blks 445/449 2 mins  804860860A850E 190m, Opp Blk 445 2 mins  860 210m, Opp Northbrooks Sec Sch 2 mins  860 220m","Northland Primary 520m, Huamin Primary 560m, North View Primary 680m","Northbrooks Secondary 120m, North View Secondary 580m, Chung Cheng High School (yishun) 950m","WISTERIA MALL 630m, JUNCTION NINE 1.3 km, Northpoint 1.37 km",Not Furnished,NA, Yishun ,NA,103.8447681,1.4220478,Yes
Mimosa Terrace, D28 - Seletar / Yio Chu Kang ,Terrace,Inter Terrace,2580000,5510.123105,3617,713,6,NA,NA,NA,1614,1598,Mimosa View,NA,Singapore United Estates Pte Ltd,5,2000,FREEHOLD,"Renovated, Air Conditioning, Bathtub, Water Heater, Cooker Hob/hood, Maidsroom, Roof Terrace, Outdoor Patio, Terrace, Private Garden","YIO CHU KANG MRT 20 mins  NS15 1.65 km, ANG MO KIO MRT 25 mins  NS16 2.0 km",NA,"Da Qiao Primary 1.46 km, Jing Shan Primary 1.67 km, Fernvale Primary 1.73 km",Anderson Secondary 1.46 km,"GREENWICH V 1.16 km, Djitsun Mall 1.87 km, Jubilee Square 1.94 km",NA,NA,NA,83,103.85961,1.3850889,No
Lompang Road,NA,HDB 5 Rooms,NA,550000,2050.350123,1184.029,465,3,NA,NA,NA,NA,NA,179 Lompang Road (670179),670179,NA,2,2001,LEASEHOLD/99 years,"Air Conditioning, Water Heater","PETIR LRT 3 mins  BP7 280m,  3 mins   290m,  3 mins   310m","Bt Panjang Plaza 1 min  960963963E963R1711777575A 130m, Opp Bt Panjang Plaza 1 min  75960963963E963R920922970979979M983171 130m, Blk 180 1 min  971E975176 130m","Zhenghua Primary 470m, West View Primary 680m, Greenridge Primary 740m","Zhenghua Secondary 930m, Greenridge Secondary 980m, West Spring Secondary 1.04 km","Bukit Panjang Plaza 80m, HILLION MALL 300m, JUNCTION 10 570m",NA,NA, Bukit Panjang ,NA,103.7650784,1.3799211,Yes
Pasir Ris Street 52,NA,HDB 4 Rooms,Model A,440000,1987.65946,1140.9734,386,3,NA,HIGH,NA,NA,NA,517 Pasir Ris Street 52 (510517),510517,NA,2,1993,LEASEHOLD/99 years,"Renovated, Park/greenery View, Air Conditioning, Water Heater, Cooker Hob/hood",PASIR RIS MRT 7 mins  EW1 630m,"Blk 515 1 min  33B395353A81109894N403518518A 120m, Opp Blk 515 2 mins  403518NR78133A533989109 170m, Blk 519 2 mins  15 190m","Elias Park Primary 170m, Park View Primary 580m, Meridian Primary 1.0 km","Siglap Secondary 710m, Coral Secondary 1.04 km, Hai Sing Catholic 1.24 km","ELIAS MALL 480m, White Sands 700m, PASIR RIS WEST PLAZA 980m",Partially Furnished,NA, Pasir Ris ,NA,103.9438341,1.3747766,Yes
Dover Crescent,NA,HDB 3 Rooms,Model A,358000,1356.884022,699.6535,511,2,NA,NA,NA,NA,NA,21 Dover Crescent (130021),130021,NA,NA,1976,LEASEHOLD/99 years,"Original Condition, Air Conditioning, Cooker Hob/hood, Hairdryer, Water Heater","BUONA VISTA MRT 7 mins  CC22EW21 590m, DOVER MRT 10 mins  EW22 840m, ONE NORTH MRT 10 mins  CC23 870m","Blk 19A CP 1 min  105106147185NR5NR8 100m, Opp Blk 19A CP 1 min  147185105106 120m","Fairfield Methodist School (primary) 730m, Henry Park Primary 1.08 km","Fairfield Methodist School (secondary) 580m, Anglo-chinese School (independent) 600m, New Town Secondary 1.27 km","THE STAR VISTA 420m, Rochester Mall 450m, HOLLAND ROAD SHOPPING CENTRE 1.25 km",NA,"Anglo-chinese School (independent) 600m, Nus High School Of Mathematics And Science 1.7 km", Queenstown ,NA,103.7846116,1.3070288,Yes
Beacon Heights, D12 - Balestier / Toa Payoh ,Condominium,Condominium,1300000,2373.709145,1410,922,2,1,GROUND,1,NA,NA,8 MAR THOMA ROAD (328689),328689,St Michael's Developments Pte Ltd,2,2012,999 years,"City View, Renovated, Park/greenery View, Water Heater, Air Conditioning, Cooker Hob/hood, Outdoor Patio, Private Garden, Walk-in-wardrobe","BOON KENG MRT 9 mins  NE9 730m, POTONG PASIR MRT 11 mins  NE10 950m, GEYLANG BAHRU MRT 14 mins  DT24 1.15 km",Blk 15 2 mins  140 230m,"Bendemeer Primary 620m, St. Andrew's Junior 640m, Hong Wen 730m","Bendemeer Secondary 250m, St. Andrew's Secondary 620m, Chij Katong Convent 940m","BENDEMEER SHOPPING MALL 840m, SHAW PLAZA - TWIN HEIGHTS 1.26 km, Hdb Hub 1.66 km",Partially Furnished,NA,NA,212,103.8623424,1.3266943,No
Paya Lebar Gardens, D19 - Hougang / Punggol / Sengkang ,Terrace,Inter Terrace,2560000,2219.238325,1301,1968,3,NA,NA,NA,1302,1966,Jalan Usaha,NA,NA,NA,2015,FREEHOLD,"Renovated, Air Conditioning","BARTLEY MRT 6 mins  CC12 510m, SERANGOON MRT 14 mins  CC13NE12 1.15 km, TAI SENG MRT 14 mins  CC11 1.16 km","How Sun Pk 2 mins  22247680437070M5862 160m, Paya Lebar Gdns 2 mins  586262A22247070M768043 170m, Wisma AUPE 2 mins  435862768022247070M 220m","Paya Lebar Methodist Girls' School (primary) 520m, Maris Stella High 750m, Cedar Primary 1.39 km","Bartley Secondary 620m, Paya Lebar Methodist Girls' School (secondary) 650m, Maris Stella High 750m","UPPER SERANGOON SHOPPING CENTRE 1.0 km, ICB SHOPPING CENTRE 1.17 km, NEX 1.35 km",NA,Maris Stella High School 750m,NA,NA,103.8828455,1.345083,No
Woodlands Street 41,NA,HDB 4 Rooms,Standard,318000,1651.439573,904.1676,352,3,NA,MID,NA,NA,NA,428 Woodlands Street 41 (730428),730428,NA,1,1996,LEASEHOLD/99 years,"Renovated, Air Conditioning, Cooker Hob/hood, Water Heater","MARSILING MRT 8 mins  NS8 650m, KRANJI MRT 14 mins  NS7 1.19 km, WOODLANDS MRT 23 mins  NS9TE2 1.91 km","Blk 413 1 min  912912M 90m, Blk 425 1 min  912 140m, Blk 409 3 mins  912912M 240m","Fuchun Primary 740m, Marsiling Primary 840m, Si Ling Primary 1.61 km","Fuchun Secondary 670m, Marsiling Secondary 1.14 km, Woodlands Secondary 1.38 km",Causeway Point 1.81 km,Not Furnished,Singapore Sports School 1.88 km, Woodlands ,NA,103.7725926,1.4269643,Yes
Boon Tiong Road,NA,HDB 5 Rooms,Model A,939000,2127.614252,1237.8485,758,3,NA,NA,NA,NA,NA,8B Boon Tiong Road (165008),165008,NA,2,2005,LEASEHOLD/99 years,"Renovated, Corner Unit, Air Conditioning, Cooker Hob/hood, Air Conditioning, Water Heater","TIONG BAHRU MRT 4 mins  EW17 350m, HAVELOCK MRT DUE 2021 5 mins  TE16 470m, GREAT WORLD MRT DUE 2021 9 mins  TE15 740m",Ctrl Green Condo 3 mins  5336316851195NR5121122123123M 240m,"Zhangde Primary 550m, Alexandra Primary 850m, River Valley Primary 1.02 km","Outram Secondary 760m, Gan Eng Seng 770m, Henderson Secondary 1.22 km","Tiong Bahru Plaza 340m, CONCORDE SHOPPING CENTRE 480m, Concorde 480m",NA,NA, Bukit Merah ,NA,103.8303435,1.2870984,Yes
Savannah Condopark, D18 - Pasir Ris / Tampines ,Condominium,Condominium,1780000,3625.385385,2291,777,4,NA,PENTHOUSE,NA,NA,NA,49 Simei Rise (528788),528788,City Developments Ltd,5,2005,LEASEHOLD/99 years,"Club House, Landscaped Garden, Play Ground, Gymnasium, Tennis Court, Wadpool, Car Park, Fitness Area, Swimming Pool, Jacuzzi, Securities, Barbecue Area, Corner Unit, City View, Renovated, Swimming Pool View, Air Conditioning, Cooker Hob/hood, Intercom, Water Heater, Bathtub, Air-conditioning, Flooring For Bedroom, Wardrobe, Kitchen, Flooring For Living/dining, Bombshelter, Walk-in-wardrobe, Roof Terrace","UPPER CHANGI MRT 9 mins  DT34 770m, SIMEI MRT 14 mins  EW3 1.17 km, TAMPINES EAST MRT 15 mins  DT33 1.22 km","Opp Mera Terr P/G 2 mins  24254N 200m, Mera Terr P/G 3 mins  2524 240m","East Spring Primary 460m, Angsana Primary 1.19 km, Chongzheng Primary 1.25 km","East Spring Secondary 870m, Ngee Ann Secondary 900m, Changkat Changi Secondary 1.4 km","CHANGI CITY POINT 1.62 km, LOYANG POINT 2.0 km",Partially Furnished,NA,NA,648,103.962269,1.3485799,No
The Glyndebourne, D11 - Newton / Novena ,Condominium,Condominium,1590000,979.7762454,689,2308,1,NA,HIGH,NA,NA,NA,38 Trevose Crescent (297722),297722,Copthorne Orchid Hotel Singapore Pte Ltd,1,NA,FREEHOLD,"Club House, Wadpool, Tennis Court, Swimming Pool, Fitness Area, Gymnasium, Securities, Barbecue Area, Corner Unit, Swimming Pool View, Renovated, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Wardrobe, Air-conditioning, Flooring For Bedroom, Flooring For Living/dining, Kitchen, Balcony","STEVENS MRT DUE 2016 4 mins  DT10TE11 360m, BOTANIC GARDENS MRT 11 mins  CC19DT9 930m, MOUNT PLEASANT MRT DUE 2021 18 mins  TE10 1.47 km","Aft Dunkirk Ave 1 min  486666B67186170171151153154156 40m, Bef Lewis Rd 1 min  154156186151153170170A1716666B6748 130m, Raffles Town Club 3 mins  971E972700700A960186190NR2NR3132151153154156105 250m","Singapore Chinese Girls' Primary 520m, Anglo-chinese School (primary) 1.42 km, Nanyang Primary 1.76 km","Singapore Chinese Girls' 520m, Raffles Girls' School (secondary) 1.32 km, Anglo-chinese School (barker Road) 1.4 km","CORONATION SHOPPING PLAZA 1.51 km, Delfi Orchard 1.76 km, Tanglin Shopping Centre 1.82 km",Partially Furnished,"Singapore Chinese Girls' School 520m, Singapore Chinese Girls' Primary School 520m",NA,150,103.8235647,1.3220834,No
Pasir Ris Drive 6,NA,HDB Executive,Maisonette,878000,2614.666758,1582.2933,555,3,NA,HIGH,NA,NA,NA,408 Pasir Ris Drive 6 (510408),510408,NA,2,1990,LEASEHOLD/99 years,"Renovated, Cooker Hob/hood, Water Heater, Air Conditioning","PASIR RIS MRT 6 mins  EW1 500m, TAMPINES EAST MRT 23 mins  DT33 1.88 km","Opp Downtown East 2 mins  3543584N172133A561289 210m, Downtown East 3 mins  35612172189NR7354358 240m","Loyang Primary 340m, Casuarina Primary 370m, Coral Primary 630m","Hai Sing Catholic 190m, Pasir Ris Crest Secondary 630m, Loyang Secondary 820m","White Sands 450m, DOWNTOWN EAST 500m, LOYANG POINT 1.43 km",Fully Furnished,NA, Pasir Ris ,NA,103.9536018,1.3732354,Yes
Edgefield Plains,NA,HDB Executive,Apartment,558000,2356.778559,1399.307,399,3,1,NA,NA,NA,NA,114 Edgefield Plains (820114),820114,NA,NA,2003,LEASEHOLD/99 years,"Corner Unit, Air Conditioning, Cooker Hob/hood"," 2 mins   200m, MERIDIAN LRT 2 mins  PE2 210m, COVE LRT 5 mins  PE1 430m","Blk 108 2 mins  36283 210m, Blk 173B 2 mins  836262A36N 210m, Aft Punggol Rd 3 mins  858969888989e109118168273434A393 240m","Mee Toh 170m, Rivervale Primary 400m, Edgefield Primary 480m","Greendale Secondary 480m, Chij St. Joseph's Convent 720m, Punggol Secondary 730m","Rivervale Mall 520m, PUNGGOL PLAZA 630m, Rivervale Plaza 1.3 km",NA,NA, Punggol ,NA,103.9074254,1.3961984,Yes
Watertown, D19 - Hougang / Punggol / Sengkang ,Apartment,Apartment,860000,1180.072645,570,1509,1,1,NA,NA,NA,NA,69 Punggol Central (828754),828754,Emerald Star Pte Ltd / Fc Retail Trustee Pte Ltd,1,2017,LEASEHOLD/99 years,"Swimming Pool, Gymnasium Room, Function Room, Clubhouse, Lap Pool, Basement Car Park, Bbq Pits, Pool Deck, Pavillion, Fitness Corner, Fun Pool, Multi-purpose Hall, 24 Hours Security, Playground, Tennis Courts, Corner Unit, Park/greenery View, Air Conditioning, Cooker Hob/hood, Water Heater, Intercom, Air Conditioning, Cooker Hob/hood, Water Heater, Balcony","PUNGGOL MRT 1 min  NE17PTC 80m,  1 min   120m,  5 mins   470m",NA,"Punggol View Primary 370m, Punggol Green Primary 630m, Punggol Cove Primary 700m","Edgefield Secondary 680m, Punggol Secondary 900m, Compassvale Secondary 1.16 km","WATERWAY POINT 20m, Rivervale Mall 1.58 km, Compass Point 1.77 km",NA,NA,NA,992,103.9025965,1.4064855,No
The Greenwich, D28 - Seletar / Yio Chu Kang ,Condominium,Condominium,800000,1226.417405,603,1327,1,1,NA,NA,NA,NA,5 Seletar Road (807013),807013,Far East Square Pte. Ltd.,NA,2014,LEASEHOLD/99 years,"Park/greenery View, Air Conditioning, Water Heater, Balcony, Bombshelter"," 11 mins   890m, FERNVALE LRT 11 mins  SW5 890m, LAYAR LRT 15 mins  SW6 1.26 km","Aft Jln Redop 1 min  507070M103854 70m, Aft Jln Kayu 1 min  8547070M50103 110m, Aft Jln Kayu 3 mins  861638547070M 240m","Fernvale Primary 570m, Sengkang Green Primary 870m, Hougang Primary 1.62 km","Pei Hwa Secondary 1.02 km, Hougang Secondary 1.77 km","GREENWICH V 70m, THE SELETAR MALL 850m, HOUGANG 1 1.67 km",NA,NA,NA,319,103.8690966,1.3868625,No
Tampines Street 32,NA,HDB Executive,Apartment,668000,2646.13201,1603.8211,416,3,1,NA,NA,NA,NA,324 Tampines Street 32 (520324),520324,NA,NA,1995,LEASEHOLD/99 years,"Corner Unit, Renovated, Water Heater, Air Conditioning, Balcony, Walk-in-wardrobe","TAMPINES EAST MRT 8 mins  DT33 710m, UPPER CHANGI MRT 15 mins  DT34 1.21 km, SIMEI MRT 15 mins  EW3 1.23 km","Blk 323 1 min  291 90m, Blk 331 1 min  2N28 150m, Opp Blk 331 2 mins  28291 170m","East Spring Primary 250m, Chongzheng Primary 940m, Angsana Primary 980m","Ngee Ann Secondary 380m, East Spring Secondary 450m, Dunman Secondary 980m","TAMPINES 1 1.6 km, Tampines 1 1.62 km, Tampines Mall 1.64 km",NA,NA, Tampines ,NA,103.9593132,1.352408,Yes
Lorong 5 Toa Payoh,NA,HDB 5 Rooms,Model A,780000,2155.987524,1259.3763,620,2,1,HIGH,NA,NA,NA,36 Lorong 5 Toa Payoh (310036),310036,NA,2,1993,LEASEHOLD/99 years,"Corner Unit, Renovated, Air Conditioning, Water Heater","TOA PAYOH MRT 11 mins  NS19 950m, BRADDELL MRT 14 mins  NS18 1.17 km, POTONG PASIR MRT 19 mins  NE10 1.56 km","Blk 35 1 min  235 110m, Blk 30 1 min  235 120m, Blk 34 1 min  235 140m","Pei Chun Public 280m, First Toa Payoh Primary 600m, Kheng Cheng 930m","Beatty Secondary 840m, Guangyang Secondary 1.2 km, St. Andrew's Secondary 1.29 km","Hdb Hub 800m, SHAW PLAZA - TWIN HEIGHTS 1.17 km, ZHONGSHAN MALL 1.3 km",Partially Furnished,"Raffles Institution 1.58 km, St. Joseph's Institution 1.9 km", Toa Payoh ,NA,103.855095,1.3348599,Yes
Bukit Batok Central,NA,HDB 5 Rooms,NA,600000,2187.373716,1280.9041,468,3,NA,MID,NA,NA,NA,626 Bukit Batok Central (650626),650626,NA,2,1997,LEASEHOLD/99 years,"Corner Unit, City View, Air Conditioning","BUKIT BATOK MRT 3 mins  NS2 290m, BUKIT GOMBAK MRT 10 mins  NS3 860m","Blk 628 1 min  174174e176178157173173A6666B9859419473N187506NR8 110m, Opp Blk 628 1 min  941947985506187173157174174e1761786666B 130m, Opp Blk 120 2 mins  173173A 160m","Lianhua Primary 640m, Bukit View Primary 770m, Dazhong Primary 820m","Hillgrove Secondary 460m, Bukit View Secondary 760m, Bukit Batok Secondary 980m","West Mall 230m, IMM BUILDING 1.88 km, Imm 1.89 km",Not Furnished,NA, Bukit Batok ,NA,103.7489685,1.3517286,Yes
Jurong West Street 64,NA,HDB 4 Rooms,Dbss,390000,1805.203391,1011.8066,385,3,NA,NA,NA,NA,NA,685A Jurong West Street 64 (641685),641685,NA,NA,2000,LEASEHOLD/99 years,"Renovated, Air Conditioning, Cooker Hob/hood, Hairdryer, Water Heater","BOON LAY MRT 7 mins  EW27 580m, PIONEER MRT 12 mins  EW28 960m, LAKESIDE MRT 23 mins  EW26 1.88 km","Blk 685B 1 min  243W258502502ANR5193181181M 60m, Blk 669 CP 1 min  181181M193258502243G 80m, Blk 670A 1 min  243G258502193181181M 140m","West Grove Primary 560m, Westwood Primary 590m, Jurong West Primary 710m","Boon Lay Secondary 250m, River Valley High 580m, Dunearn Secondary 660m","Jurong Point 460m, PIONEER MALL 740m, GEK POH SHOPPING CENTRE 930m",NA,River Valley High School 580m, Jurong West ,NA,103.7040753,1.3432677,Yes
Shan Gate Apartment, D12 - Balestier / Toa Payoh ,Apartment,Apartment,920000,1435.535445,753,1222,1,1,HIGH,NA,NA,NA,2 Shan Road (328103),328103,Springleaf,1,1991,FREEHOLD,"Corner Unit, City View, Air Conditioning, Water Heater","NOVENA MRT 9 mins  NS20 740m, TOA PAYOH MRT 9 mins  NS19 760m, MOUNT PLEASANT MRT DUE 2021 16 mins  TE10 1.33 km","Opp Zhongshan Mall 1 min  18613013114521 70m, Zhongshan Mall 1 min  21186139139M145129130131 100m, Opp Public Man 2 mins  21145130131186 180m","Balestier Hill Primary 270m, St. Joseph's Institution Junior 920m, Chij Primary (toa Payoh) 940m","Balestier Hill Secondary 410m, Chij Secondary (toa Payoh) 830m, Northlight 1.25 km","ZHONGSHAN MALL 120m, BALESTIER HILL SHOPPING CENTRE 440m, SHAW PLAZA - TWIN HEIGHTS 470m",Partially Furnished,NA,NA,27,103.846878,1.32583,No
Jurong East Street 21,NA,HDB 4 Rooms,New Generation,400000,1392.947873,979.5149,408,3,NA,NA,NA,NA,NA,223 Jurong East Street 21 (600223),600223,NA,2,NA,LEASEHOLD/99 years,"Air Conditioning, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony","CHINESE GARDEN MRT 4 mins  EW25 350m, JURONG EAST MRT 13 mins  EW24NS1 1.11 km, LAKESIDE MRT 21 mins  EW26 1.72 km","Bef Yuhua CC 1 min  50633416099 100m, Parc Oasis 1 min  198334506160178180180A996666B 140m, Blk 228 1 min  178180991606666B506334198 150m","Fuhua Primary 520m, Yuhua Primary 570m, Jurong Primary 920m","Shuqun Secondary 440m, Crest Secondary 770m, Bukit Batok Secondary 980m","Jurong Entertainment Centre 970m, JCUBE 980m, WESTGATE 1.07 km",Fully Furnished,NA, Jurong East ,NA,103.7360894,1.341052,Yes
Yishun Street 71,NA,HDB 4 Rooms,Simplified,429000,1726.353742,957.9871,448,3,NA,HIGH,NA,NA,NA,722 Yishun Street 71 (760722),760722,NA,2,1987,LEASEHOLD/99 years,"Corner Unit, Renovated, Air Conditioning, Water Heater, Cooker Hob/hood","YISHUN MRT 9 mins  NS13 780m, KHATIB MRT 12 mins  NS14 1.02 km","Blk 722 1 min  169 90m, Opp Blk 722 1 min  169 110m, Yishun Sec Sch 2 mins  800 170m","Jiemin Primary 260m, Peiying Primary 930m, Ahmad Ibrahim Primary 940m","Yishun Secondary 270m, Naval Base Secondary 740m, Ahmad Ibrahim Secondary 1.16 km","NORTHPOINT SHOPPING CENTRE 880m, Northpoint 880m, WISTERIA MALL 1.6 km",Fully Furnished,NA, Yishun ,NA,103.828917,1.4258862,Yes
Villa Verde, D23 - Dairy Farm / Bukit Panjang / Choa Chu Kang ,Terrace,Inter Terrace,1650000,4774.750045,3100,532,5,1,NA,NA,2152,766,Verde Grove,NA,Keppel Land(Villa Verde)Pte Ltd,NA,2000,LEASEHOLD/99 years,"Corner Unit, City View, Park/greenery View, Original Condition, Air Conditioning, Cooker Hob/hood, Water Heater, Bathtub, Balcony, Walk-in-wardrobe, Outdoor Patio, Maidsroom","YEW TEE MRT 10 mins  NS5 850m, CHOA CHU KANG LRT 13 mins  BP1NS4 1.1 km,  18 mins   1.45 km","Opp Blk 765 2 mins  307307A3N979M 230m, Blk 765 3 mins  307307A 240m","Kranji Primary 550m, Yew Tee Primary 600m, Teck Whye Primary 890m","Regent Secondary 220m, Chua Chu Kang Secondary 920m, West Spring Secondary 1.01 km","YEW TEE POINT 860m, YEW TEE SQUARE 910m, LIMBANG SHOPPING CENTRE 950m",NA,NA,NA,515,103.7513629,1.3914521,No
