Property.Name.,Property.Type.,Asking.,PSF.,Built.Year.,Model.,Developer.,Address.,District.,Bedrooms.,Bathrooms.,Floor.,Area.,Tenure.,No..of.Units.,Facilities,Trains..MRT...LRT.,Bus.Stops,Primary.Schools,Secondary.Schools,Shopping.Malls,Furnish.,Integrated.Schools,HDB.Town.,lon,lat
Corals At Keppel Bay,Condominium,"$1,539,000 "," $2,270 psf (Built-up) ",2018,Condominium,Keppel Bay Pte Ltd,19 Keppel Bay Drive (098021), D4 - Sentosa / Harbourfront ,1,5,4, 678 sqft (Built-up) ,LEASEHOLD/99 years,366,"Clubhouse, Public Promenade, Changing Rooms, Tennis Court, Bbq Area, Jacuzzi / Hydro Spa, 50M Lap Pool, Pathway / Forest Walk, Reflective Pools, Kid's Pool / Splash Pool With Jumping Jets, Play Area, Water Feature, Park/greenery View, Original Condition, Air Conditioning, Water Heater, Cooker Hob/hood, Walk-in-wardrobe, Balcony","HARBOURFRONT MRT 7 mins  CC29NE1 570m, TELOK BLANGAH MRT 11 mins  CC28 950m, LABRADOR PARK MRT 21 mins  CC27 1.71 km","Caribbean at Keppel Bay 1 min  939710014314516612413196340818830576110 150m, HarbourFront Int 3 mins  123123M124936580855963963E188188E408 250m","Radin Mas Primary 1.27 km, Blangah Rise Primary 1.45 km, Chij (kellock) 1.54 km",Chij St. Theresa's Convent 1.2 km,"Harbourfront Centre 310m, Vivocity 690m, DEPOT HEIGHTS SHOPPING CENTRE 1.82 km",Not Furnished,NA,NA,103.8159068,1.2647326
Corals At Keppel Bay,Condominium,"$1,539,000 "," $2,270 psf (Built-up) ",2018,Condominium,Keppel Bay Pte Ltd,19 Keppel Bay Drive (098021), D4 - Sentosa / Harbourfront ,1,2,4, 678 sqft (Built-up) ,LEASEHOLD/99 years,366,"Water Feature, Changing Rooms, Kid's Pool / Splash Pool With Jumping Jets, Pathway / Forest Walk, Bbq Area, Public Promenade, Jacuzzi / Hydro Spa, 50M Lap Pool, Play Area, Clubhouse, Reflective Pools, Tennis Court, Park/greenery View, Original Condition, Air Conditioning, Water Heater, Cooker Hob/hood, Walk-in-wardrobe, Balcony","HARBOURFRONT MRT 7 mins  CC29NE1 570m, TELOK BLANGAH MRT 11 mins  CC28 950m, LABRADOR PARK MRT 21 mins  CC27 1.71 km","Caribbean at Keppel Bay 1 min  939710014314516612413196340818830576110 150m, HarbourFront Int 3 mins  123123M124936580855963963E188188E408 250m","Radin Mas Primary 1.27 km, Blangah Rise Primary 1.45 km, Chij (kellock) 1.54 km",Chij St. Theresa's Convent 1.2 km,"Harbourfront Centre 310m, Vivocity 690m, DEPOT HEIGHTS SHOPPING CENTRE 1.82 km",Not Furnished,NA,NA,103.8159068,1.2647326
Leonie Parc View,Apartment,"$11,888,888 "," $1,822 psf (Built-up) ",2009,Apartment,SB (Orchard) Development Pte Ltd,22 Leonie Hill Road (239195), D9 - Orchard / River Valley ,5+1,NA,28," 6,524 sqft (Built-up) ",FREEHOLD,44,"Park/greenery View, Renovated, City View, Air Conditioning, Cooker Hob/hood, Intercom, Private Pool, Bathtub, Hairdryer, Jacuzzi, Water Heater, Private Lift, Balcony, Bombshelter, Maidsroom, Terrace, Outdoor Patio, Roof Terrace, Walk-in-wardrobe, Garage","SOMERSET MRT 5 mins  NS23 440m, ORCHARD MRT 8 mins  NS22TE14 660m, GREAT WORLD MRT DUE 2021 8 mins  TE15 670m",NA,"River Valley Primary 570m, Anglo-chinese School (junior) 1.41 km, Alexandra Primary 1.43 km","Outram Secondary 1.44 km, Raffles Girls' School (secondary) 1.53 km, School Of The Arts, Singapore 1.61 km","TAKASHIMAYA SHOPPING CENTRE 370m, NGEE ANN CITY 380m, Mandarin Gallery 410m",NA,"School Of The Arts, Singapore 1.61 km",NA,103.834251,1.298893
Queens Peak,Condominium,"$3,123,000 "," $1,559 psf (Built-up) ",NA,Condominium,HY Realty (Dundee) Pte Ltd,3 Dundee Road (149457), D3 - Alexandra / Commonwealth ,5,4,29," 2,003 sqft (Built-up) ",LEASEHOLD/99 years,736,"Bathtub, Hairdryer, Water Heater, Intercom, Air Conditioning, Cooker Hob/hood, Balcony, Walk-in-wardrobe","QUEENSTOWN MRT 1 min  EW19 120m, REDHILL MRT 14 mins  EW18 1.19 km, COMMONWEALTH MRT 16 mins  EW20 1.34 km","Blk 53A CP 1 min  14511118697051 140m, Queenstown Stn 1 min  195970NR551145111186 140m, Queenstown Stn 1 min  51111145970186195 140m","Queenstown Primary 210m, New Town Primary 970m, Gan Eng Seng Primary 1.36 km","Queenstown Secondary 690m, Queensway Secondary 850m, Bukit Merah Secondary 1.16 km","DAWSON PLACE 470m, Anchorpoint 680m, ANCHORPOINT SHOPPING CENTRE 680m",Partially Furnished,NA,NA,103.8070953,1.2950313
Marina One Residences,Apartment,"$2,550,000 "," $2,257 psf (Built-up) ",NA,Apartment,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,21 Marina Way (018978), D1 - Boat Quay / Raffles Place / Marina ,2,2,18," 1,130 sqft (Built-up) ",LEASEHOLD/99 years,1042,"Original Condition, City View, Air Conditioning, Intercom, Water Heater, Private Lift, Cooker Hob/hood, Balcony, Walk-in-wardrobe","MARINA BAY MRT 1 min  CE2NS27TE20 140m, DOWNTOWN MRT 3 mins  DT17 310m, SHENTON WAY MRT DUE 2021 4 mins  TE19 380m",NA,Cantonment Primary 1.49 km,NA,"MARINA ONE WEST TOWER 130m, MARINA ONE EAST TOWER 140m, MARINA BAY FINANCIAL CENTRE (TOWER 3) 300m",Partially Furnished,NA,NA,103.8533256,1.2766721
Kingsford Waterbay,Apartment,"$1,879,000 "," $1,385 psf (Built-up) ",NA,Apartment,Kingsford Property Development Pte Ltd,78 Upper Serangoon View (533879), D19 - Hougang / Punggol / Sengkang ,5,NA,15," 1,357 sqft (Built-up) ",LEASEHOLD/99 years,1165,"Air Conditioning, Cooker Hob/hood"," 12 mins   970m, KANGKAR LRT 13 mins  SE4 1.05 km, RANGGUNG LRT 14 mins  SE5 1.13 km",Opp S'goon Sec Sch 2 mins  324 170m,"Chij Our Lady Of The Nativity 760m, Punggol Primary 1.09 km, North Vista Primary 1.23 km","Serangoon Secondary 240m, North Vista Secondary 840m, Holy Innocents' High 960m","THE MIDTOWN 1.12 km, Rivervale Plaza 1.15 km, Eastpoint Mall 1.19 km",NA,NA,NA,103.9029397,1.3743411
Duo Residences,Apartment,"$3,510,000 "," $1,821 psf (Built-up) ",2017,Apartment,Ophir-Rochor Residential Pte. Ltd.,1 Fraser Street (189350), D7 - Beach Road / Bugis / Rochor ,3+1,1,40," 1,927 sqft (Built-up) ",LEASEHOLD/99 years,660,"Children's Pool, Gymnasium, Reflective Pool, Patio Gym, Sky Pool, Outdoor Living Room, Jacuzzi, Teppanyaki Terraces, Function Room, Aqua Gym Equipment, 50M Lap Pool With Spa Seats, Kid's Play Area, Sun Deck, Corner Unit, City View, Renovated, Air Conditioning, Hairdryer, Intercom, Water Heater, Cooker Hob/hood, Balcony, Maidsroom, Walk-in-wardrobe","BUGIS MRT 2 mins  DT14EW12 160m, NICOLL HIGHWAY MRT 7 mins  CC5 580m, JALAN BESAR MRT 8 mins  DT22 650m","Parkview Sq 1 min  14517551803263761197851 30m, Aft Beach Rd 1 min  4857 140m, Bugis Stn 1 min  13013321233960 150m","Stamford Primary 420m, St. Margaret's Primary 1.28 km, Farrer Park Primary 1.55 km","School Of The Arts, Singapore 960m","DUO TOWER AND DUO GALLERIA, MIXED-USE DEVELOPMENT AT OPHIR-ROCHOR, SINGAPORE (COMMERCIAL) (GREEN MARK BUILDINGS) 130m, BUGIS POINT 190m, BUGIS VILLAGE 240m",Fully Furnished,"School Of The Arts, Singapore 960m",NA,103.858441,1.2994723
Queens Peak,Condominium,"$1,479,000 "," $1,833 psf (Built-up) ",NA,Condominium,HY Realty (Dundee) Pte Ltd,1 Dundee Road (149456), D3 - Alexandra / Commonwealth ,3+1,2,43, 807 sqft (Built-up) ,LEASEHOLD/99 years,736,"Corner Unit, Park/greenery View, City View, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Balcony","QUEENSTOWN MRT 1 min  EW19 90m, REDHILL MRT 15 mins  EW18 1.24 km, COMMONWEALTH MRT 16 mins  EW20 1.28 km","Queenstown Stn 1 min  51111145970186195 90m, Queenstown Stn 1 min  195970NR551145111186 100m, Blk 53A CP 2 mins  14511118697051 200m","Queenstown Primary 180m, New Town Primary 910m, Gan Eng Seng Primary 1.42 km","Queenstown Secondary 730m, Queensway Secondary 780m, Crescent Girls' 1.21 km","DAWSON PLACE 530m, Anchorpoint 720m, ANCHORPOINT SHOPPING CENTRE 720m",Partially Furnished,NA,NA,103.8070953,1.2950313
Queens Peak,Condominium,"$1,696,000 "," $1,694 psf (Built-up) ",2020,Condominium,HY Realty (Dundee) Pte Ltd,1 Dundee Road (149456), D3 - Alexandra / Commonwealth ,3,NA,31," 1,001 sqft (Built-up) ",LEASEHOLD/99 years,736,"Park/greenery View, City View, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony","QUEENSTOWN MRT 1 min  EW19 90m, REDHILL MRT 15 mins  EW18 1.24 km, COMMONWEALTH MRT 16 mins  EW20 1.28 km","Queenstown Stn 1 min  51111145970186195 90m, Queenstown Stn 1 min  195970NR551145111186 100m, Blk 53A CP 2 mins  14511118697051 200m","Queenstown Primary 180m, New Town Primary 910m, Gan Eng Seng Primary 1.42 km","Queenstown Secondary 730m, Queensway Secondary 780m, Crescent Girls' 1.21 km","DAWSON PLACE 530m, Anchorpoint 720m, ANCHORPOINT SHOPPING CENTRE 720m",NA,NA,NA,103.8070953,1.2950313
Marina One Residences,Apartment,"$3,642,168 "," $2,399 psf (Built-up) ",2017,Apartment,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,21 Marina Way (018978), D1 - Boat Quay / Raffles Place / Marina ,3,3,30," 1,518 sqft (Built-up) ",LEASEHOLD/99 years,1042,"Corner Unit, City View, Renovated, Air Conditioning, Hairdryer, Intercom, Water Heater, Cooker Hob/hood, Jacuzzi, Balcony, Maidsroom, Walk-in-wardrobe","MARINA BAY MRT 1 min  CE2NS27TE20 140m, DOWNTOWN MRT 3 mins  DT17 310m, SHENTON WAY MRT DUE 2021 4 mins  TE19 380m",NA,Cantonment Primary 1.49 km,NA,"MARINA ONE WEST TOWER 130m, MARINA ONE EAST TOWER 140m, MARINA BAY FINANCIAL CENTRE (TOWER 3) 300m",Fully Furnished,NA,NA,103.8533256,1.2766721
Marina One Residences,Apartment,"$5,325,800 "," $2,367 psf (Built-up) ",2017,Apartment,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,23 Marina Way (018978), D1 - Boat Quay / Raffles Place / Marina ,4+1,4,30," 2,250 sqft (Built-up) ",LEASEHOLD/99 years,1042,"Corner Unit, City View, Renovated, Park/greenery View, Air Conditioning, Hairdryer, Water Heater, Intercom, Cooker Hob/hood, Private Lift, Maidsroom, Balcony, Walk-in-wardrobe, Private Garden","MARINA BAY MRT 1 min  CE2NS27TE20 140m, DOWNTOWN MRT 3 mins  DT17 310m, SHENTON WAY MRT DUE 2021 4 mins  TE19 380m",NA,Cantonment Primary 1.49 km,NA,"MARINA ONE WEST TOWER 130m, MARINA ONE EAST TOWER 140m, MARINA BAY FINANCIAL CENTRE (TOWER 3) 300m",Partially Furnished,NA,NA,103.8536086,1.2773465
Marina One Residences,Apartment,"$2,520,550 "," $2,209 psf (Built-up) ",2017,Apartment,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,21 Marina Way (018978), D1 - Boat Quay / Raffles Place / Marina ,3,2,6," 1,141 sqft (Built-up) ",LEASEHOLD/99 years,1042,"Corner Unit, City View, Renovated, Air Conditioning, Water Heater, Intercom, Hairdryer, Cooker Hob/hood, Jacuzzi, Balcony, Maidsroom, Walk-in-wardrobe","MARINA BAY MRT 1 min  CE2NS27TE20 140m, DOWNTOWN MRT 3 mins  DT17 310m, SHENTON WAY MRT DUE 2021 4 mins  TE19 380m",NA,Cantonment Primary 1.49 km,NA,"MARINA ONE WEST TOWER 130m, MARINA ONE EAST TOWER 140m, MARINA BAY FINANCIAL CENTRE (TOWER 3) 300m",Fully Furnished,NA,NA,103.8533256,1.2766721
V on Shenton,Apartment,"$4,521,000 "," $2,561 psf (Built-up) ",NA,Apartment,UIC Investments (Properties) Pte Ltd,5 Shenton Way (068808), D1 - Boat Quay / Raffles Place / Marina ,3,NA,49," 1,765 sqft (Built-up) ",LEASEHOLD/99 years,510,"Indoor Gymnasium, Splash Zone, Junior Pool, Outback Grill, Club Lounge, Outdoor Fitness, Spice Botanics, Surf Lounge, Sun Deck, Epicurean Dining, Aqua Gym, Spa Pool, Cloves Hedge, Garden Lounge, Day Bed Island, Bubbly Bay, Cinnamon Scent, Playscape, Refreshment Bar, Renovated, City View, Sea View, Park/greenery View, Corner Unit, Water Heater, Intercom, Air Conditioning, Cooker Hob/hood, Balcony","SHENTON WAY MRT DUE 2021 1 min  TE19 100m, TANJONG PAGAR MRT 4 mins  EW15 360m, DOWNTOWN MRT 5 mins  DT17 440m","UIC Bldg 1 min  571010e75701671621001061071281301311339797e970971E982E186196196e400402502513700850E951E 70m, Aft Capital Twr 1 min  868951E982E850E196196e513701010e759797e162128130133100106107 150m, Opp GB Bldg 3 mins  131186167400402700970971E57 240m",Cantonment Primary 1.07 km,Outram Secondary 1.69 km,"MARINA ONE WEST TOWER 330m, MARINA ONE EAST TOWER 380m, TANJONG PAGAR CENTRE 480m",NA,NA,NA,103.8494332,1.2775804
Kingsford Waterbay,Apartment,"$1,115,341 "," $1,312 psf (Built-up) ",NA,Apartment,Kingsford Property Development Pte Ltd,76 Upper Serangoon View (533880), D19 - Hougang / Punggol / Sengkang ,3,NA,15, 850 sqft (Built-up) ,LEASEHOLD/99 years,1165,"Air Conditioning, Cooker Hob/hood"," 12 mins   1.01 km, KANGKAR LRT 13 mins  SE4 1.09 km, RANGGUNG LRT 14 mins  SE5 1.15 km",Opp S'goon Sec Sch 1 min  324 130m,"Chij Our Lady Of The Nativity 730m, Punggol Primary 1.08 km, North Vista Primary 1.24 km","Serangoon Secondary 200m, North Vista Secondary 860m, Holy Innocents' High 920m","THE MIDTOWN 1.08 km, Eastpoint Mall 1.16 km, Hougang Mall 1.16 km",NA,NA,NA,103.9030363,1.3744701
Duo Residences,Apartment,"$4,128,300 "," $2,142 psf (Built-up) ",2017,Apartment,Ophir-Rochor Residential Pte. Ltd.,1 Fraser Street (189350), D7 - Beach Road / Bugis / Rochor ,4,NA,36," 1,927 sqft (Built-up) ",LEASEHOLD/99 years,660,"50M Lap Pool With Spa Seats, Function Room, Sun Deck, Reflective Pool, Children's Pool, Gymnasium, Sky Pool, Aqua Gym Equipment, Teppanyaki Terraces, Jacuzzi, Outdoor Living Room, Patio Gym, Kid's Play Area, Sea View, City View, Bathtub, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony","BUGIS MRT 2 mins  DT14EW12 160m, NICOLL HIGHWAY MRT 7 mins  CC5 580m, JALAN BESAR MRT 8 mins  DT22 650m","Parkview Sq 1 min  14517551803263761197851 30m, Aft Beach Rd 1 min  4857 140m, Bugis Stn 1 min  13013321233960 150m","Stamford Primary 420m, St. Margaret's Primary 1.28 km, Farrer Park Primary 1.55 km","School Of The Arts, Singapore 960m","DUO TOWER AND DUO GALLERIA, MIXED-USE DEVELOPMENT AT OPHIR-ROCHOR, SINGAPORE (COMMERCIAL) (GREEN MARK BUILDINGS) 130m, BUGIS POINT 190m, BUGIS VILLAGE 240m",NA,"School Of The Arts, Singapore 960m",NA,103.858441,1.2994723
Kingsford Waterbay,Apartment,"$1,100,000 "," $1,294 psf (Built-up) ",NA,Apartment,Kingsford Property Development Pte Ltd,78 Upper Serangoon View (533879), D19 - Hougang / Punggol / Sengkang ,3,NA,8, 850 sqft (Built-up) ,LEASEHOLD/99 years,1165,"Swimming Pool View, Park/greenery View, Renovated, Air Conditioning, Cooker Hob/hood, Intercom, Water Heater, Maidsroom, Balcony"," 12 mins   970m, KANGKAR LRT 13 mins  SE4 1.05 km, RANGGUNG LRT 14 mins  SE5 1.13 km",Opp S'goon Sec Sch 2 mins  324 170m,"Chij Our Lady Of The Nativity 760m, Punggol Primary 1.09 km, North Vista Primary 1.23 km","Serangoon Secondary 240m, North Vista Secondary 840m, Holy Innocents' High 960m","THE MIDTOWN 1.12 km, Rivervale Plaza 1.15 km, Eastpoint Mall 1.19 km",NA,NA,NA,103.9029397,1.3743411
Marina One Residences,Apartment,"$2,750,000 "," $2,458 psf (Built-up) ",NA,Apartment,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,21 Marina Way (018978), D1 - Boat Quay / Raffles Place / Marina ,2,NA,31," 1,119 sqft (Built-up) ",LEASEHOLD/99 years,1042,"Swimming Pool View, Park/greenery View, Sea View, City View, Corner Unit, Renovated, Intercom, Cooker Hob/hood, Water Heater, Air Conditioning, Balcony, Walk-in-wardrobe","MARINA BAY MRT 1 min  CE2NS27TE20 140m, DOWNTOWN MRT 3 mins  DT17 310m, SHENTON WAY MRT DUE 2021 4 mins  TE19 380m",NA,Cantonment Primary 1.49 km,NA,"MARINA ONE WEST TOWER 130m, MARINA ONE EAST TOWER 140m, MARINA BAY FINANCIAL CENTRE (TOWER 3) 300m",NA,NA,NA,103.8533256,1.2766721
6 Derbyshire,Condominium,"$1,189,000 "," $2,256 psf (Built-up) ",2017,Condominium,Fantasia (Novena) Pte Ltd,6 Derbyshire Road (309462), D11 - Newton / Novena ,1,1,7, 527 sqft (Built-up) ,FREEHOLD,168,"Simming Pool, Bbq Pits, Spa Pool, Gymnasium, Children Playground, Pavilion, Community Sky Garden, Reflective Pool, City View, Renovated, Air Conditioning, Cooker Hob/hood, Water Heater, Intercom, Balcony","NOVENA MRT 7 mins  NS20 590m, FARRER PARK VIEW 10 mins  NE8 840m, NEWTON MRT 12 mins  DT11NS21 990m","Opp Carlisle Rd 1 min  131141 100m, Bef Carlisle Rd 1 min  141131 120m, Opp United Sq 1 min  9808511311411665657 150m","St. Joseph's Institution Junior 220m, Farrer Park Primary 650m, Anglo-chinese School (junior) 880m","Balestier Hill Secondary 990m, Northlight 1.14 km, Anglo-chinese School (barker Road) 1.22 km","United Square Shopping Mall 350m, GOLDHILL SHOPPING CENTRE 370m, VELOCITY @ NOVENA SQUARE 500m",Fully Furnished,"School Of The Arts, Singapore 1.85 km",NA,103.8459867,1.3157676
6 Derbyshire,Condominium,"$1,774,128 "," $2,140 psf (Built-up) ",2017,Condominium,Fantasia (Novena) Pte Ltd,6 Derbyshire Road (309462), D11 - Newton / Novena ,2,NA,18, 829 sqft (Built-up) ,FREEHOLD,168,"Children Playground, Simming Pool, Community Sky Garden, Spa Pool, Reflective Pool, Bbq Pits, Gymnasium, Pavilion, Corner Unit, City View, Sea View, Swimming Pool View, Original Condition, Air Conditioning, Cooker Hob/hood, Intercom, Water Heater, Balcony","NOVENA MRT 7 mins  NS20 590m, FARRER PARK VIEW 10 mins  NE8 840m, NEWTON MRT 12 mins  DT11NS21 990m","Opp Carlisle Rd 1 min  131141 100m, Bef Carlisle Rd 1 min  141131 120m, Opp United Sq 1 min  9808511311411665657 150m","St. Joseph's Institution Junior 220m, Farrer Park Primary 650m, Anglo-chinese School (junior) 880m","Balestier Hill Secondary 990m, Northlight 1.14 km, Anglo-chinese School (barker Road) 1.22 km","United Square Shopping Mall 350m, GOLDHILL SHOPPING CENTRE 370m, VELOCITY @ NOVENA SQUARE 500m",NA,"School Of The Arts, Singapore 1.85 km",NA,103.8459867,1.3157676
Marina One Residences,Apartment,"$3,558,180 "," $2,312 psf (Built-up) ",NA,Apartment,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,21 Marina Way (018978), D1 - Boat Quay / Raffles Place / Marina ,3,2,4," 1,539 sqft (Built-up) ",LEASEHOLD/99 years,1042,"Park/greenery View, Sea View, City View, Swimming Pool View, Air Conditioning, Corner Unit, Private Pool, Intercom, Cooker Hob/hood, Air Conditioning, Balcony, Roof Terrace, Outdoor Patio, Private Garden, Terrace, Walk-in-wardrobe","MARINA BAY MRT 1 min  CE2NS27TE20 140m, DOWNTOWN MRT 3 mins  DT17 310m, SHENTON WAY MRT DUE 2021 4 mins  TE19 380m",NA,Cantonment Primary 1.49 km,NA,"MARINA ONE WEST TOWER 130m, MARINA ONE EAST TOWER 140m, MARINA BAY FINANCIAL CENTRE (TOWER 3) 300m",Partially Furnished,NA,NA,103.8533256,1.2766721
The Crest,Condominium,"$3,130,000 "," $1,806 psf (Built-up) ",2017,Condominium,Wingcrown Investment Pte Ltd,101 Prince Charles Crescent (159017), D3 - Alexandra / Commonwealth ,4,NA,23," 1,733 sqft (Built-up) ",LEASEHOLD/99 years,469,"Swimming Pool View, Renovated, Corner Unit, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony","REDHILL MRT 6 mins  EW18 540m, TIONG BAHRU MRT 13 mins  EW17 1.06 km, ORCHARD BOULEVARD MRT DUE 2021 14 mins  TE13 1.13 km","Opp Delta Sports Hall 2 mins  51970186139122 160m, Delta Sports Hall 2 mins  12213918651970 200m","Alexandra Primary 420m, Gan Eng Seng Primary 960m, Zhangde Primary 1.14 km","Crescent Girls' 330m, Gan Eng Seng 550m, Queenstown Secondary 810m","VALLEY POINT SHOPPING CENTRE 730m, Valley Point 730m, DAWSON PLACE 1.05 km",NA,NA,NA,103.8204034,1.2926928
Gem Residences,Condominium,"$1,760,000 "," $1,409 psf (Built-up) ",2020,Condominium,GEM Homes Pte Ltd,3 Lorong 5 Toa Payoh (319459), D12 - Balestier / Toa Payoh ,4,3,18," 1,249 sqft (Built-up) ",LEASEHOLD/99 years,578,"Swimming Pool View, Renovated, Cooker Hob/hood, Air Conditioning, Balcony, Roof Terrace","BRADDELL MRT 7 mins  NS18 570m, TOA PAYOH MRT 11 mins  NS19 880m, CALDECOTT MRT 16 mins  CC17TE9 1.33 km","Blk 52 2 mins  232 160m, Blk 237 2 mins  NR1129155155A157159163105153885657592873 170m, Blk 1 2 mins  735657592888155157159163129153105 190m","First Toa Payoh Primary 480m, Kheng Cheng 520m, Pei Chun Public 520m","Beatty Secondary 290m, Guangyang Secondary 610m, Raffles Institution 940m","Hdb Hub 860m, Junction 8 1.28 km, JUNCTION 8 SHOPPING CENTRE 1.3 km",Partially Furnished,"Raffles Institution 940m, St. Joseph's Institution 1.42 km, Catholic High School 1.86 km",NA,103.8486493,1.3377967
Kingsford Waterbay,Apartment,"$1,100,000 "," $1,294 psf (Built-up) ",2018,Apartment,Kingsford Property Development Pte Ltd,78 Upper Serangoon View (533879), D19 - Hougang / Punggol / Sengkang ,3,2,8, 850 sqft (Built-up) ,LEASEHOLD/99 years,1165,"Renovated, Swimming Pool View, Air Conditioning, Cooker Hob/hood, Water Heater, Balcony"," 12 mins   970m, KANGKAR LRT 13 mins  SE4 1.05 km, RANGGUNG LRT 14 mins  SE5 1.13 km",Opp S'goon Sec Sch 2 mins  324 170m,"Chij Our Lady Of The Nativity 760m, Punggol Primary 1.09 km, North Vista Primary 1.23 km","Serangoon Secondary 240m, North Vista Secondary 840m, Holy Innocents' High 960m","THE MIDTOWN 1.12 km, Rivervale Plaza 1.15 km, Eastpoint Mall 1.19 km",Partially Furnished,NA,NA,103.9029397,1.3743411
Kingsford Waterbay,Apartment,"$1,115,341 "," $1,619 psf (Built-up) ",2018,Apartment,Kingsford Property Development Pte Ltd,72 Upper Serangoon View (533882), D19 - Hougang / Punggol / Sengkang ,3,2,13, 689 sqft (Built-up) ,LEASEHOLD/99 years,1165,"Park/greenery View, Air Conditioning, Cooker Hob/hood, Intercom, Water Heater, Balcony"," 13 mins   1.08 km, KANGKAR LRT 14 mins  SE4 1.16 km, RANGGUNG LRT 14 mins  SE5 1.19 km",Opp S'goon Sec Sch 1 min  324 80m,"Chij Our Lady Of The Nativity 660m, Punggol Primary 1.06 km, North Vista Primary 1.26 km","Serangoon Secondary 150m, Holy Innocents' High 850m, North Vista Secondary 890m","THE MIDTOWN 1.01 km, Eastpoint Mall 1.1 km, Hougang Mall 1.1 km",Partially Furnished,NA,NA,103.9032297,1.3747285
