address,bath,bed,built_year,developer,district,last_updated,name,nearest_mrt_name,neighbourhood,price/sqft,property_type,rental,sqft,tenure,title,total_units,travel_time_changi,travel_time_orchard,travel_time_raffles,unit_types,no._of_bedrooms,furnishing,floor_level,overlooking_view,facing
18 Leonie Hill Road,2 Baths,2 Beds,2017.0,,Orchard / River Valley (D9),15 days ago,New Futura,Somerset MRT,River Valley,$7.1 psf,Condo Whole Unit,"$7,800/mo","1,098 sqft",Freehold,2 Bed Condo for Rent in New Futura,124.0,59 min,13 min,17 min,"2, 3, 4, 5 BR",,Partial,High,,
3 Lorong 42 Geylang,3 Baths,4 Beds,1999.0,South London Properties Pte Ltd (Far East Organization),Eunos / Geylang / Paya Lebar (D14),3 days ago,Aston Mansions,Paya Lebar MRT,Geylang,$4.13 psf,Apartment Whole Unit,"$4,800/mo","1,163 sqft",99 Years,4 Bed Condo for Rent in Aston Mansions,159.0,46 min,30 min,22 min,"Studio, 2, 3, 4, 5 BR",,,,,
17 Yishun Close,3 Baths,3 Beds,2019.0,,Sembawang / Yishun (D27),11 days ago,Symphony Suites,3-bedroom for rent,Yishun,$4.7 psf,Condo Whole Unit,"$4,200/mo",893 sqft,99 Years,3 Bed Condo for Rent in Symphony Suites,660.0,63 min,44 min,49 min,"1, 2, 3, 4, 5 BR",,Partial,,,
59 Ang Mo Kio Avenue 8,3 Baths,4 Beds,2014.0,Far East Organization,Ang Mo Kio / Bishan / Thomson (D20),4 days ago,Centro Residences,Ang Mo Kio MRT,Ang Mo Kio,$5.46 psf,Condo Whole Unit,"$7,000/mo","1,281 sqft",99 Years,4 Bed Condo for Rent in Centro Residences,329.0,56 min,21 min,26 min,"Studio, 2, 3, 4 BR",,,,,
25 Stirling Road,1 Bath,1 Bed,2022.0,LN Development (Stirling) Pte Ltd (Logan Property Holdings/ Nanshan Group),Alexandra / Commonwealth (D3),7 days ago,Stirling Residences,Queenstown MRT,Queenstown,$8.89 psf,Apartment Whole Unit,"$4,500/mo",506 sqft,99 Years,1 Bed Condo for Rent in Stirling Residences,1259.0,,,,"Studio, 1, 2, 3, 4 BR",,,,,
906 Sims Avenue,3 Baths,4 Beds,2022.0,MCL Land Limited,Eunos / Geylang / Paya Lebar (D14),11 days ago,Parc Esta,Eunos MRT,Geylang,$6.93 psf,Condo Whole Unit,"$8,500/mo","1,227 sqft",99 Years,4 Bed Condo for Rent in Parc Esta,1399.0,37 min,28 min,20 min,"Studio, 1, 2, 3, 4, 5 BR",,,,,
,2 Baths,3 Beds,1993.0,HDB,Pasir Ris / Tampines (D18),3 days ago,Elias Parks Estate,Pasir Ris MRT,Pasir Ris,$2.89 psf,HDB,"$3,950/mo","1,369 sqft",99 Years,HDB Flat for Rent in 514 Pasir Ris Street 52,,,,,"3, 4 BR",3.0,,,,
1177 Serangoon Road,2 Baths,2 Beds,2022.0,Tiara Land Pte Ltd (Selangor Dredging Berhad),Balestier / Toa Payoh (D12),10 days ago,Jui Residences,2-bedroom for rent,Kallang,$6.43 psf,Condo Whole Unit,"$4,500/mo",700 sqft,Freehold,2 Bed Condo for Rent in Jui Residences,117.0,47 min,29 min,27 min,"1, 2, 3 BR",,,,,
9 Yio Chu Kang Road,2 Baths,2 Beds,2015.0,Roxy-Pacific Developments Pte Ltd,Hougang / Punggol / Sengkang (D19),9 days ago,Space @ Kovan,Serangoon MRT,Serangoon,$5.5 psf,Apartment Whole Unit,"$4,200/mo",764 sqft,Freehold,2 Bed Condo for Rent in Space @ Kovan,140.0,52 min,38 min,36 min,"1, 2, 3, 4 BR",,,,,
2 Tao Ching Road,4 Baths,5 Beds,2016.0,Lakehomes Pte Ltd,Boon Lay / Jurong / Tuas (D22),22 days ago,Lake Life,5-bedroom for rent,Jurong West,$4.68 psf,Executive Condo Whole Unit,"$7,500/mo","1,604 sqft",99 Years,5 Bed EC for Rent in Lake Life,546.0,94 min,53 min,47 min,"2, 3, 4, 5 BR",,,,,
7 Dairy Farm Heights,2 Baths,3 Beds,2016.0,Bukit Timah Green Development Pte Ltd,Bukit Batok / Bukit Panjang / Choa Chu Kang (D23),7 days ago,The Skywoods,Hillview MRT,Bukit Panjang,$5.28 psf,Condo Whole Unit,"$5,000/mo",947 sqft,99 Years,3 Bed Condo for Rent in The Skywoods,420.0,72 min,33 min,40 min,"1, 2, 3, 4 BR",,,,,
2 Jalan Tiga Ratus,1 Bath,2 Beds,1994.0,Tropicana Development Pte Ltd,Bedok / Upper East Coast (D16),2 days ago,Tropicana Condominium,Expo MRT,Tampines,$7.27 psf,Condo Whole Unit,"$2,400/mo",330 sqft,999 Years,2 Bed Condo for Rent in Tropicana Condominium,40.0,25 min,46 min,38 min,"2, 3 BR",,Fully,,,East
916 Sims Avenue,2 Baths,3 Beds,2022.0,MCL Land Limited,Eunos / Geylang / Paya Lebar (D14),14 days ago,Parc Esta,Eunos MRT,Geylang,$7.02 psf,Condo Whole Unit,"$6,500/mo",926 sqft,99 Years,3 Bed Condo for Rent in Parc Esta,1399.0,37 min,28 min,20 min,"Studio, 1, 2, 3, 4, 5 BR",,,,,
31 Tanglin Road,5 Baths,4 Beds,2008.0,City Developments Limited,Tanglin / Holland (D10),1 month ago,St. Regis Residences Singapore,Orchard MRT,Orchard,$6.92 psf,Condo Whole Unit,"$26,000/mo","3,757 sqft",999 Years,4 Bed Condo for Rent in St. Regis Residences Singapore,173.0,52 min,9 min,22 min,"3, 4, 5 BR",,Partial,,,
73 Cavenagh Road,2 Baths,2 Beds,1975.0,,Orchard / River Valley (D9),4 days ago,Cavenagh Gardens,Somerset MRT,Newton,$4.02 psf,Apartment Whole Unit,"$4,200/mo","1,044 sqft",Freehold,2 Bed Condo for Rent in Cavenagh Gardens,172.0,55 min,16 min,17 min,"2, 3, 4 BR",,,,,
23 Amber Road,1 Bath,2 Beds,2013.0,Ag Capital Pte Ltd,East Coast / Marine Parade (D15),8 days ago,The Aristo @ Amber,2-bedroom for rent,Marine Parade,$7.05 psf,Apartment Whole Unit,"$4,400/mo",624 sqft,Freehold,2 Bed Condo for Rent in The Aristo @ Amber,56.0,35 min,34 min,29 min,"2, 3 BR",,,,,
,2 Baths,2 Beds,1981.0,HDB,Ang Mo Kio / Bishan / Thomson (D20),18 days ago,Yio Chu Kang Grove,Yio Chu Kang MRT,Ang Mo Kio,$4.38 psf,HDB,"$3,200/mo",731 sqft,99 Years,HDB Flat for Rent in 155 Ang Mo Kio Avenue 4,,64 min,37 min,42 min,"2, 3, 6 BR",2.0,,,,
107 West Coast Vale,2 Baths,2 Beds,2022.0,CDL Pegasus Pte Ltd (City Developments Limited),Buona Vista / West Coast / Clementi (D5),1 month ago,Whistler Grand,2-bedroom for rent,Clementi,$6.41 psf,Condo Whole Unit,"$4,900/mo",764 sqft,99 Years,2 Bed Condo for Rent in Whistler Grand,716.0,83 min,41 min,36 min,"Studio, 1, 2, 3, 4, 5, 6 BR",,Partial,High,,
45 Edgefield Plains,1 Bath,1 Bed,2016.0,Qingjian Realty (Edgefield Plains) Pte Ltd,Hougang / Punggol / Sengkang (D19),19 days ago,Waterbay,Cove MRT,Punggol,$6.67 psf,Condo Whole Unit,"$3,000/mo",450 sqft,99 Years,1 Bed Condo for Rent in Waterbay,383.0,45 min,43 min,43 min,"Studio, 1, 2, 3, 4, 5 BR",,,,,
3 Anthony Road,4 Baths,3 Beds,2007.0,Golden Development Pte Ltd (Far East Oranisation),Orchard / River Valley (D9),1 month ago,Orchard Scotts,Newton MRT,Newton,$5.22 psf,Condo Whole Unit,"$8,500/mo","1,628 sqft",99 Years,3 Bed Condo for Rent in Orchard Scotts,387.0,55 min,11 min,17 min,"Studio, 1, 2, 3, 4, 5 BR",,,,,
916 Sims Avenue,1 Bath,2 Beds,2022.0,MCL Land Limited,Eunos / Geylang / Paya Lebar (D14),8 days ago,Parc Esta,Eunos MRT,Geylang,$6.88 psf,Condo Whole Unit,"$4,000/mo",581 sqft,99 Years,2 Bed Condo for Rent in Parc Esta,1399.0,37 min,28 min,20 min,"Studio, 1, 2, 3, 4, 5 BR",,,,,
,2 Baths,3 Beds,1972.0,,Newton / Novena (D11),12 days ago,Moulmein View,Novena MRT,Novena,$4.2 psf,HDB 4 Rooms,"$3,800/mo",904 sqft,99 Years,HDB Flat for Rent in 69 Moulmein Road,,62 min,17 min,28 min,3 BR,3.0,Partial,,,
5000M Marine Parade Road,3 Baths,3 Beds,1977.0,HDB,East Coast / Marine Parade (D15),7 days ago,Lagoon View,3-bedroom for rent,Bedok,$3.21 psf,Condo Whole Unit,"$5,300/mo","1,650 sqft",99 Years,3 Bed Condo for Rent in Lagoon View,480.0,,,,"3, 4 BR",,Partial,,City view,
Old Holland Road,5 Baths,4 Beds,,,Tanglin / Holland (D10),22 days ago,Brizay Park,King Albert Park MRT,Bukit Timah,$2 psf,Bungalow,"$49,999/mo","25,000 sqft (built-up)",-,4 Bed House for Rent in Brizay Park,,70 min,29 min,35 min,"3, 4, 5, 6, 7, 8, 9, 10 BR",,,,,
9 Nathan Road,3 Baths,3 Beds,1987.0,Regency Park Pte Ltd,Tanglin / Holland (D10),3 days ago,Regency Park,3-bedroom for rent,Tanglin,$4.41 psf,Condo Whole Unit,"$14,000/mo","3,175 sqft",Freehold,3 Bed Condo for Rent in Regency Park,292.0,68 min,21 min,29 min,"3, 4 BR",,,,,
,2 Baths,4 Beds,1996.0,HDB,Eunos / Geylang / Paya Lebar (D14),4 days ago,Eunos Damai Ville,4-bedroom for rent,Bedok,$3.18 psf,HDB 4 Rooms,"$4,380/mo","1,378 sqft",99 Years,HDB Flat for Rent in 654 Jalan Tenaga,,45 min,34 min,33 min,"2, 3, 4 BR",4.0,,,,
21 Tampines Central 7,3 Baths,3 Beds,2015.0,,Pasir Ris / Tampines (D18),12 days ago,The Tampines Trilliant,Tampines MRT,Tampines,$4.25 psf,Executive Condo Whole Unit,"$4,800/mo","1,130 sqft",99 Years,3 Bed EC for Rent in The Tampines Trilliant,670.0,,,,"3, 4, 5 BR",,,,,
4 Marina Boulevard,3 Baths,4 Beds,2008.0,"City Developments Ltd,AIG Global Real Estate",Boat Quay / Raffles Place / Marina (D1),4 days ago,The Sail @ Marina Bay,Downtown MRT,None,$6.27 psf,Condo Whole Unit,"$13,799/mo","2,200 sqft",99 Years,4 Bed Condo for Rent in The Sail @ Marina Bay,1111.0,50 min,24 min,6 min,"Studio, 1, 2, 3, 4, 5, 10 BR",,,,,
Andrew Road,5 Baths,4 Beds,1985.0,,Newton / Novena (D11),4 days ago,Caldecott Hill Estate,Caldecott MRT,Novena,$3 psf,Bungalow,"$18,000/mo","6,000 sqft (built-up)",Freehold,4 Bed House for Rent in Caldecott Hill Estate,107.0,,,,"3, 4, 5, 6, 7, 8 BR",,,,,
626 Upper Thomson Road,3 Baths,3 Beds,2012.0,Uol Development Pte Ltd,Mandai / Upper Thomson (D26),7 days ago,Meadows @ Peirce,3-bedroom for rent,Ang Mo Kio,$4.01 psf,Condo Whole Unit,"$6,000/mo","1,496 sqft",Freehold,3 Bed Condo for Rent in Meadows @ Peirce,479.0,61 min,35 min,43 min,"1, 2, 3, 4, 5 BR",,,,,
910 Sims Avenue,2 Baths,2 Beds,2022.0,MCL Land Limited,Eunos / Geylang / Paya Lebar (D14),7 days ago,Parc Esta,Eunos MRT,Geylang,$6.73 psf,Condo Whole Unit,"$5,000/mo",743 sqft,99 Years,2 Bed Condo for Rent in Parc Esta,1399.0,,,,"Studio, 1, 2, 3, 4, 5 BR",,,,,
612 Telok Blangah Road,1 Bath,1 Bed,2015.0,Bukit Sembawang View Pte Ltd,Harbourfront / Telok Blangah (D4),1 month ago,Skyline Residences,Telok Blangah MRT,Bukit Merah,$7.64 psf,Condo Whole Unit,"$3,700/mo",484 sqft,Freehold,1 Bed Condo for Rent in Skyline Residences,283.0,,,,"Studio, 1, 2, 3, 4 BR",,Fully,Mid,,
11 River Valley Close,1 Bath,2 Beds,2015.0,Meadows Property (S'pore) Pte Ltd,Orchard / River Valley (D9),4 days ago,Starlight Suites,Somerset MRT,River Valley,$5.94 psf,Condo Whole Unit,"$4,600/mo",775 sqft,Freehold,2 Bed Condo for Rent in Starlight Suites,105.0,70 min,21 min,28 min,"1, 2, 3, 4 BR",,,,,
908 Sims Avenue,2 Baths,3 Beds,2022.0,MCL Land Limited,Eunos / Geylang / Paya Lebar (D14),16 days ago,Parc Esta,Eunos MRT,Geylang,$7.56 psf,Condo Whole Unit,"$7,000/mo",926 sqft,99 Years,3 Bed Condo for Rent in Parc Esta,1399.0,37 min,28 min,20 min,"Studio, 1, 2, 3, 4, 5 BR",,,,,
,3 Baths,4 Beds,,,Mandai / Upper Thomson (D26),9 days ago,,4-bedroom for rent,,$4.17 psf,Terraced House,"$7,500/mo","2,500 sqft (built-up) / 1,800 sqft (land)",,4 Bed House for Rent in Springside Avenue,,,,,,,,,,
201 Jalan Loyang Besar,1 Bath,Studio,1997.0,Tat Lee Bank Land Limited,Changi Airport / Changi Village (D17),8 days ago,Casa Pasir Ris,studio for rent,Pasir Ris,$7.38 psf,Condo Whole Unit,"$3,100/mo",420 sqft,946 Years,Studio Condo for Rent in Casa Pasir Ris,58.0,,,,"Studio, 1, 2, 3 BR",,,,,
6 Marina Boulevard,2 Baths,4 Beds,2008.0,"City Developments Ltd,AIG Global Real Estate",Boat Quay / Raffles Place / Marina (D1),6 days ago,The Sail @ Marina Bay,Downtown MRT,None,$7.18 psf,Condo Whole Unit,"$15,800/mo","2,200 sqft",99 Years,4 Bed Condo for Rent in The Sail @ Marina Bay,1111.0,50 min,24 min,6 min,"Studio, 1, 2, 3, 4, 5, 10 BR",,,,,
51 Jervois Road,4 Baths,3 Beds,1993.0,Hong Leong Holdings Ltd,Tanglin / Holland (D10),9 days ago,Dormer Park,Redhill MRT,Tanglin,$5.3 psf,Condo Whole Unit,"$8,800/mo","1,660 sqft",Freehold,3 Bed Condo for Rent in Dormer Park,92.0,,,,3 BR,,,,,
Cedarwood Grove,6 Baths,6 Beds,2000.0,Woodlands Properties Pte Ltd (Far East),Admiralty / Woodlands (D25),12 days ago,Woodgrove Estate,Marsiling MRT,Woodlands,$2.61 psf,Bungalow,"$14,500/mo","5,600 sqft (built-up) / 5,552 sqft (land)",99 Years,6 Bed House for Rent in Woodgrove Estate,34.0,63 min,40 min,56 min,"4, 5, 6, 7 BR",,,,,
21 Marina Way,2 Baths,3 Beds,2018.0,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,Boat Quay / Raffles Place / Marina (D1),19 days ago,Marina One Residences,Marina Bay MRT,None,$7.53 psf,Condo Whole Unit,"$11,500/mo","1,528 sqft",99 Years,3 Bed Condo for Rent in Marina One Residences,1042.0,50 min,16 min,8 min,"Studio, 1, 2, 3, 4, 5, 6 BR",,,,,
1 Jalan Kembangan,3 Baths,3 Beds,2005.0,Sureworth Developments Pte Ltd,Eunos / Geylang / Paya Lebar (D14),11 days ago,The Trumps,Kembangan MRT,Bedok,$4.05 psf,Condo Whole Unit,"$5,800/mo","1,433 sqft",99 Years,3 Bed Condo for Rent in The Trumps,189.0,35 min,29 min,21 min,"1, 2, 3 BR",,Fully,,,
6 Sinaran Drive,2 Baths,2 Beds,2011.0,Frasers Centrepoint Homes,Newton / Novena (D11),1 month ago,Soleil @ Sinaran,Novena MRT,Novena,$6.41 psf,Condo Whole Unit,"$6,000/mo",936 sqft,99 Years,2 Bed Condo for Rent in Soleil @ Sinaran,417.0,60 min,13 min,18 min,"Studio, 1, 2, 3, 4, 5 BR",,Fully,High,,
,2 Baths,2 Beds,2010.0,Uol Development Pte Ltd,Newton / Novena (D11),4 hrs ago,Pavilion 11,Novena MRT,Novena,$5.64 psf,Condo Whole Unit,"$5,400/mo",958 sqft,Freehold,2 Bed Condo for Rent in Pavilion 11,180.0,65 min,25 min,31 min,"2, 3, 4 BR",,Partial,High,,
21 Stirling Road,2 Baths,3 Beds,2022.0,LN Development (Stirling) Pte Ltd (Logan Property Holdings/ Nanshan Group),Alexandra / Commonwealth (D3),1 month ago,Stirling Residences,Queenstown MRT,Queenstown,$6.82 psf,Apartment Whole Unit,"$7,200/mo","1,055 sqft",99 Years,3 Bed Condo for Rent in Stirling Residences,1259.0,66 min,31 min,19 min,"Studio, 1, 2, 3, 4 BR",,,,,
37 Nassim Road,3 Baths,3 Beds,1978.0,Far East Organization,Tanglin / Holland (D10),2 days ago,Nassim Regency,3-bedroom for rent,Tanglin,$6.42 psf,Condo Whole Unit,"$13,000/mo","2,024 sqft",Freehold,3 Bed Condo for Rent in Nassim Regency,30.0,68 min,18 min,31 min,"3, 4, 7 BR",,Partial,High,,
61 Cairnhill Circle,2 Baths,2 Beds,2015.0,,Orchard / River Valley (D9),1 month ago,The Peak @ Cairnhill II,Newton MRT,Newton,$6.64 psf,Condo Whole Unit,"$6,000/mo",904 sqft,Freehold,2 Bed Condo for Rent in The Peak @ Cairnhill II,62.0,58 min,14 min,20 min,"1, 2, 3 BR",,Partial,,,South
8 Enggor Street,2 Baths,3 Beds,2015.0,Arcadia Development Pte. Ltd.,Chinatown / Tanjong Pagar (D2),1 day ago,Skysuites @ Anson,Tanjong Pagar MRT,None,$7.98 psf,Condo Whole Unit,"$9,100/mo","1,141 sqft",99 Years,3 Bed Condo for Rent in Skysuites @ Anson,360.0,,,,"Studio, 1, 2, 3 BR",,Fully,Penthouse,,
14 Mount Elizabeth,4 Baths,3 Beds,1980.0,,Orchard / River Valley (D9),8 days ago,Elizabeth Towers,Orchard MRT,Newton,$5.39 psf,Apartment Whole Unit,"$10,800/mo","2,002 sqft",Freehold,3 Bed Condo for Rent in Elizabeth Towers,80.0,53 min,11 min,18 min,"Studio, 1, 3, 4, 5 BR",,,,,
Jalan Redop,7 Baths,5 Beds,,,Seletar / Yio Chu Kang (D28),2 hrs ago,Seletar Hills Estate,5-bedroom for rent,Serangoon,$4.41 psf,Semi-Detached House,"$13,900/mo","4,500 sqft (built-up) / 3,149 sqft (land)",-,5 Bed House for Rent in Seletar Hills Estate,,56 min,49 min,50 min,"3, 4, 5, 6, 7, 8 BR",,Partial,,,
